"ID","SNAME","K","Name","DECODE","CalcTip","GLN","UNIT","F","IDF","USUNIT","KFF","USKFF","L2","P","F1","F2","PTip","nHDR","View","FldNam","format"
"000","rotm",,,"Rotating rate,min^-1",,,"min^-1                        ","          ","FRQ   ","Hz                            ","          ","          ",,"Rotating rate                                     ",,,"FRQ ",0,0,,
"000","po2",,,"P[Oâ],atm",,,"atm                           ","          ","PRE   ","kg/cm2                        ","          ","          ",,"P[Oâ]                                             ",,,"PRE ",0,0,,
"000","qm",,,"Quenching method",,,"                              ","          ","      ","                              ","          ","          ",,"Quenching method                                  ",,,"    ",0,0,,
"000","agw",,,"Ageing time,week",,,"week                          ","          ","TIM   ","h                             ","          ","          ",,"Ageing time                                       ",,,"TIM ",0,0,,
"000","aps",,,"particle size,Microm",,"at","Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"particle size                                     ",,,"WAV ",0,0,,
"000","met",,,"method",,"by","                              ","          ","      ","                              ","          ","          ",,"method                                            ",,,"    ",0,0,,
"000","ipr",,,"Initial pressure,kg/cm2",,,"kg/cm2                        ","          ","MDU   ","GPa                           ","          ","          ",,"Initial pressure                                  ",,,"MDU ",0,0,,
"420","prc",,,"Prior cooling rate,K/min",,,"K/min                         ","          ","TRT   ","K/s                           ","          ","          ",,"Prior cooling rate                                ",,,"TRT ",0,0,,
"000","mtm",,,"Melting time,min",,,"min                           ","          ","TIM   ","h                             ","          ","          ",,"Melting time                                      ",,,"TIM ",0,0,,
"500","de/e",,,"íE/Eà,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"íE/Eà                                             ",,,"    ",0,0,,
"530","dh/h",,,"íH/Hà,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"íH/Hà                                             ",,,"    ",0,0,,
"540","dk/k",,,"íKá‚/Ká‚à,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"íKá‚/Ká‚à                                         ",,,"    ",0,0,,
"000","rpg",,,"pressure range,GPa",,"in","GPa                           ","          ","MDU   ","GPa                           ","          ","          ",,"pressure range                                    ",,,"MDU ",0,0,,
"500","crcl/t4",,,"[1/c‹]·[dc‹/dT]*1E4,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E4       ","1E4       ",,"[1/c‹]·[dc‹/dT]                                   ",,,"TEC ",0,0,,
"500","rsd10",,,"(R[s]Â/d)*1E-10,dyn/cm2",,,"dyn/cm2                       ","          ","MDU   ","GPa                           ","1E-10","*1E-10    ",,"R[s]Â/d                                           ",,,"MDU ",0,0,,
"500","k010",,,"Kà*1E-10,dyn/cm2",,,"dyn/cm2                       ","          ","MDU   ","GPa                           ","1E-10     ","1E-10     ",,"Kà                                                ",,,"MDU ",0,0,,
"500","k210",,,"Kâ*1E-10,dyn/cm2",,,"dyn/cm2                       ","          ","MDU   ","GPa                           ","1E-10     ","1E-10     ",,"Kâ                                                ",,,"MDU ",0,0,,
"500","m210",,,"Mâ*1E-10,dyn/cm2",,,"dyn/cm2                       ","          ","MDU   ","GPa                           ","1E-10     ","1E-10     ",,"Mâ                                                ",,,"MDU ",0,0,,
"000","ti8",,,"t*1E8,s",,,"s                             ","          ","TIM   ","h                             ","1E8       ","1E8       ",,"t                                                 ",,,"TIM ",0,0,,
"500","til",,,"Loading time,s",,,"s                             ","          ","TIM   ","h                             ","          ","          ",,"Loading time                                      ",,,"TIM ",0,0,,
"500","acnl",,,"ê‹,Np/cm",,,"Np/cm                         ","          ","ABS   ","dB/cm                         ","          ","          ",,"ê‹                                                ",,,"ABS ",0,0,,
"500","acnt",,,"êŸ,Np/cm",,,"Np/cm                         ","          ","ABS   ","dB/cm                         ","          ","          ",,"êŸ                                                ",,,"ABS ",0,0,,
"500","ekg/mmnot",,,"E*1E-3,kgf/mm2",,,"kgf/mm2                       ","          ","MDU   ","GPa                           ","1E-3      ","1E-3      ",,"E                                                 ",,,"MDU ",0,0,,
"000","alstr",,,"Stretching exponent ê",,,"                              ","          ","      ","                              ","          ","          ",,"Stretching exponent ê                             ",,,"    ",0,0,,
"500","akbt",,,"êŸ,dB/km",,,"dB/km                         ","          ","ABS   ","dB/cm                         ","          ","          ",,"êŸ                                                ",,,"ABS ",0,0,,
"518","akbl",,,"ê‹,dB/km",,,"dB/km                         ","          ","ABS   ","dB/cm                         ","          ","          ",,"ê‹                                                ",,,"ABS ",0,0,,
"516","lsrt",,,"log(stress rate,MPa/s)",,"at","MPa/s                         ","log       ","      ","MPa/s                         ","          ","          ",,"stress rate                                       ",,,"    ",0,0,,
"516","socnmm",,,"B,nm/mm.Mpa","soc",,"nm/mm.Mpa                     ","          ","SOC   ","Brewster                      ","          ","          ",,"B                                                 ",,,"    ",0,0,,
"516","socncm",,,"B,nm/cm.Mpa","soc",,"nm/cm.Mpa                     ","          ","SOC   ","Brewster                      ","          ","          ",,"B                                                 ",,,"    ",0,0,,
"516","socnc5",,,"B*1E5,nm/cm.Pa","soc",,"nm/cm.Pa                      ","          ","SOC   ","Brewster                      ","1E5       ","1E5       ",,"B                                                 ",,,"    ",0,0,,
"518","db",,,"Intensity,dB",,,"dB                            ","          ","      ","dB                            ","          ","          ",,"Intensity                                         ",,,"    ",0,0,,
"000","pkm",,,"P,kgf/mm2",,,"kgf/mm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"P                                                 ",,,"MDU ",0,0,,
"000","lpkm",,,"Load pressure,kgf/mm2",,,"kgf/mm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"Load pressure                                     ",,,"MDU ",0,0,,
"520","pa",,,"Peak area",,,"                              ","          ","      ","                              ","          ","          ",,"Peak area                                         ",,,"    ",0,0,,
"000","ald",,,"load,gf",,"at","gf                            ","          ","      ","gf                            ","          ","          ",,"load                                              ",,,"    ",0,0,,
"000","aln",,,"load,N",,"at","N                             ","          ","      ","N                             ","          ","          ",,"load                                              ",,,"    ",0,0,,
"000","alk",,,"load,kgf",,"at","kgf                           ","          ","      ","kgf                           ","          ","          ",,"load                                              ",,,"    ",0,0,,
"530","diag",,,"Indent.diag.length,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"Indent.diag.length                                ",,,"WAV ",0,0,,
"530","vhn",,,"Vickers hardness number",,,"                              ","          ","      ","                              ","          ","          ",,"Vickers hardness number                           ",,,"    ",0,0,,
"000","ldk",,,"Load,kgf",,,"kgf                           ","          ","      ","kgf                           ","          ","          ",,"Load                                              ",,,"    ",0,0,,
"000","drm",,,"Deformation rate,Microm/s",,,"Microm/s                      ","          ","VEL   ","m/s                           ","          ","          ",,"Deformation rate                                  ",,,"VEL ",0,0,,
"000","testpr",,,"Tests,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Tests                                             ",,,"    ",0,0,,
"540","surst",,,"Surface stress,MPa",,,"MPa                           ","          ","MDU   ","GPa                           ","          ","          ",,"Surface stress                                    ",,,"MDU ",0,0,,
"540","atw",,,"a,twist/in",,,"twist/in                      ","          ","      ","twist/in                      ","          ","          ",,"a                                                 ",,,"    ",0,0,,
"540","tspsi3",,,"ûŸ*1E3,psi",,,"psi                           ","          ","MDU   ","GPa                           ","1E3       ","1E3       ",,"ûŸ                                                ",,,"MDU ",0,0,,
"540","torpsi3",,,"Torsion stress*1E3,psi",,,"psi                           ","          ","MDU   ","GPa                           ","1E3       ","1E3       ",,"Torsion stress                                    ",,,"MDU ",0,0,,
"000","boil",,,"boiling in",,"after","                              ","          ","      ","                              ","          ","          ",,"boiling in                                        ",,,"    ",0,0,,
"000","ahum",,,"humidity,%",,"at","%                             ","          ","      ","%                             ","          ","          ",,"humidity                                          ",,,"    ",0,0,,
"540","isp",,,"ûˆŒ*1E-2,Pa/s2",,,"Pa/s2                         ","          ","      ","Pa/s2                         ","1E-2      ","1E-2      ",,"ûˆŒ                                              ",,,"    ",0,0,,
"000","erps2",,,"Error*1E-2,Pa/s2",,,"Pa/s2                         ","          ","      ","Pa/s2                         ","1E-2      ","1E-2      ",,"Error                                             ",,,"    ",0,0,,
"540","mor",,,"Modulus of rupture,MPa",,,"MPa                           ","          ","MDU   ","GPa                           ","          ","          ",,"Modulus of rupture                                ",,,"MDU ",0,0,,
"000","lth",,,"Layer thickness,mm",,,"mm                            ","          ","LEN   ","nm                            ","          ","          ",,"Layer thickness                                   ",,,"LEN ",0,0,,
"000","drc",,,"Drawing conditions",,,"                              ","          ","      ","                              ","          ","          ",,"Drawing conditions                                ",,,"    ",0,0,,
"000","sl",,,"Sample length,mm",,,"mm                            ","          ","LEN   ","nm                            ","          ","          ",,"Sample length                                     ",,,"LEN ",0,0,,
"540","srmm",,,"Stressing rate,g/mm2.s",,,"g/mm2.s                       ","          ","      ","g/mm2.s                       ","          ","          ",,"Stressing rate                                    ",,,"    ",0,0,,
"540","srmp",,,"Stressing rate,MPa/s",,,"MPa/s                         ","          ","      ","MPa/s                         ","          ","          ",,"Stressing rate                                    ",,,"    ",0,0,,
"200","cpn",,,"C,nJ/g.K",,,"nJ/g.K                        ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"C                                                ",,,"HTC ",0,0,,
"600","con",,,"Concentration in solution,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Concentration in solution                         ",,,"    ",0,0,,
"000","med",,,"after test in",,,"                              ","          ","      ","                              ","          ","          ",,"after test in                                     ",,,"    ",0,0,,
"600","mporg",,,"mol.% or organic components",,"at","                              ","          ","      ","                              ","          ","          ",,"mol.% or organic components                       ",,,"    ",0,0,,
"000","meltc",,,"Temperature of melting,oC",,,"oC                            ","          ","TMP   ","K                             ","          ","          ",,"Temperature of melting                            ",,,"TMP ",0,0,,
"000","meltih",,,"Time of melting,h",,,"h                             ","          ","TIM   ","h                             ","          ","          ",,"Time of melting                                   ",,,"TIM ",0,0,,
"000","antc",,,"Temperature of annealing,oC",,,"oC                            ","          ","TMP   ","K                             ","          ","          ",,"Temperature of annealing                          ",,,"TMP ",0,0,,
"000","antih",,,"Time of annealing,h",,,"h                             ","          ","TIM   ","h                             ","          ","          ",,"Time of annealing                                 ",,,"TIM ",0,0,,
"000","ancrh",,,"Cooling rate at annealing,K/h",,,"K/h                           ","          ","TRT   ","K/s                           ","          ","          ",,"Cooling rate at annealing                         ",,,"TRT ",0,0,,
"600","nclml5",,,"0.005N HCl for titration,ml",,,"ml                            ","          ","VOL   ","cm3                           ","          ","          ",,"0.005N HCl for titration                          ",,,"VOL ",0,0,,
"600","add",,,"Additive to water",,,"                              ","          ","      ","                              ","          ","          ",,"Additive to water                                 ",,,"    ",0,0,,
"000","grsmm",,,"Grain size,mm",,,"mm                            ","          ","LEN   ","nm                            ","          ","          ",,"Grain size                                        ",,,"LEN ",0,0,,
"600","exmol",,,"Extr.comp.,mole",,,"mole                          ","          ","      ","mole                          ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exmg/mm2",,,"Extr.comp.,mg/mm2",,,"mg/mm2                        ","          ","      ","mg/mm2                        ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"000","app",,,"Appearance",,,"                              ","          ","      ","                              ","          ","          ",,"Appearance                                        ",,,"    ",0,0,,
"000","conc",,,"concentration of species",,"at","                              ","          ","      ","                              ","          ","          ",,"concentration of species                          ",,,"    ",0,0,,
"000","diamfib",,,"fibre diameter,Microm",,"at","Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"fibre diameter                                    ",,,"WAV ",0,0,,
"600","mmol",,,"m,mole/kg",,,"mole/kg                       ","          ","      ","mole/kg                       ","          ","          ",,"m                                                 ",,,"    ",0,0,,
"600","lsim/l",,,"log(extr.Si,mol/l)",,,"mol/l                         ","log       ","      ","mol/l                         ","          ","          ",,"extr.Si                                           ",,,"    ",0,0,,
"600","siinitppm",,,"Si conc. in init. sol.,ppm",,"at","ppm                           ","          ","      ","ppm                           ","          ","          ",,"Si conc. in init. sol.                            ",,,"    ",0,0,,
"000","stir",,,"stirring rate,min^-1",,"at","min^-1                        ","          ","FRQ   ","Hz                            ","          ","          ",,"stirring rate                                     ",,,"FRQ ",0,0,,
"000","srot",,,"sample rotation,rot/min",,"at","rot/min                       ","          ","FRQ   ","Hz                            ","          ","          ",,"sample rotation                                   ",,,"FRQ ",0,0,,
"000","b/alk",,,"BâOã/RâO ratio in solution",,,"                              ","          ","      ","                              ","          ","          ",,"BâOã/RâO ratio in solution                        ",,,"    ",0,0,,
"600","wcmg/cm",,,"Wt change,mg/cm2",,,"mg/cm2                        ","          ","WTL   ","mg/cm2                        ","          ","          ",,"Wt change                                         ",,,"WTL ",0,0,,
"600","excompmm",,,"Extr.comp.,mMol",,,"mMol                          ","          ","      ","mMol                          ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","excompm/l",,,"Extr.comp.,mol/l",,,"mol/l                         ","          ","      ","mol/l                         ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","excompe/l",,,"Extr.comp.,g-equival/l",,,"g-equival/l                   ","          ","      ","g-equival/l                   ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","conh2so4",,,"Consumed 0.02N HâSO4,ml",,,"ml                            ","          ","VOL   ","cm3                           ","          ","          ",,"Consumed 0.02N HâSO4                              ",,,"VOL ",0,0,,
"600","con1h2so4",,,"Consumed 0.01N HâSOä,ml",,,"ml                            ","          ","VOL   ","cm3                           ","          ","          ",,"Consumed 0.01N HâSOä                              ",,,"VOL ",0,0,,
"600","conhcl",,,"Consumed 0.01N HCl,ml",,,"ml                            ","          ","VOL   ","cm3                           ","          ","          ",,"Consumed 0.01N HCl                                ",,,"VOL ",0,0,,
"600","deptrt",,,"Depth of pretreat layer, Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"Depth of pretreat layer                           ",,,"WAV ",0,0,,
"600","dest",,,"Destruction time,h",,,"h                             ","          ","TIM   ","h                             ","          ","          ",,"Destruction time                                  ",,,"TIM ",0,0,,
"600","diamin",,,"Diameter increase,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Diameter increase                                 ",,,"    ",0,0,,
"600","diamred",,,"Diameter reduction,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"Diameter reduction                                ",,,"WAV ",0,0,,
"600","disrtmol",,,"Dissolution rate,mol/cm2.s",,,"mol/cm2.s                     ","          ","      ","mol/cm2.s                     ","          ","          ",,"Dissolution rate                                  ",,,"    ",0,0,,
"600","disrtg",,,"Dissolution rate,Microg/mm2.h",,,"Microg/mm2.h                  ","          ","      ","Microg/mm2.h                  ","          ","          ",,"Dissolution rate                                  ",,,"    ",0,0,,
"000","afttid",,,"t,day",,"after","day                           ","          ","TIM","day                           ","          ","          ",,"t                                                 ",,,"TIM",0,1,,
"000","ermm",,,"Error, mm",,,"mm                            ","          ","LEN   ","nm                            ","          ","          ",,"Error                                             ",,,"LEN ",0,0,,
"000","ac",,,"Annealing conditions",,,"                              ","          ","      ","                              ","          ","          ",,"Annealing conditions                              ",,,"    ",0,0,,
"000","erg/cm",,,"Error,g/cm2.min",,,"g/cm2.min                     ","          ","EVR   ","mg/cm2.h                      ","          ","          ",,"Error                                             ",,,"EVR ",0,0,,
"000","ermgi/d",,,"Error,Microg-ion/dm2.min",,,"Microg-ion/dm2.min            ","          ","      ","Microg-ion/dm2.min            ","          ","          ",,"Error                                             ",,,"    ",0,0,,
"000","ercm2/g",,,"Error,cm2/g",,,"cm2/g                         ","          ","      ","cm2/g                         ","          ","          ",,"Error                                             ",,,"    ",0,0,,
"000","erg/h12",,,"Error,g/h^1/2",,,"g/h^1/2                       ","          ","      ","g/h^1/2                       ","          ","          ",,"Error                                             ",,,"    ",0,0,,
"600","exion",,,"Extracted ion",,,"                              ","          ","      ","                              ","          ","          ",,"Extracted ion                                     ",,,"    ",0,0,,
"600","exppm/h",,,"Extr.comp.,ppm/h",,,"ppm/h                         ","          ","      ","ppm/h                         ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exmcmol",,,"Extr.comp.,Micromol",,,"Micromol                      ","          ","      ","Micromol                      ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exmol/g",,,"Extr.comp.,mol/g glass",,,"mol/g glass                   ","          ","      ","mol/g glass                   ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exppb",,,"Extr.comp.,ppb",,,"ppb                           ","          ","      ","ppb                           ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exg/mlc",,,"Extr.comp.,g/ml.cm2",,,"g/ml.cm2                      ","          ","      ","g/ml.cm2                      ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exnm/c",,,"Extr.comp.,nmol/cm2",,,"nmol/cm2                      ","          ","      ","nmol/cm2                      ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exm/k",,,"Extr.comp.,mg/kg",,,"mg/kg                         ","          ","      ","mg/kg                         ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"600","exmi/d",,,"Extr.comp.,Microg-ion/dm2.min",,,"Microg-ion/dm2.min            ","          ","      ","Microg-ion/dm2.min            ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"000","thicknm",,,"Film thickness,nm",,,"nm                            ","          ","WAV   ","Micronm                       ","          ","          ",,"Film thickness                                    ",,,"WAV ",0,0,,
"600","filtim",,,"Filming time",,,"                              ","          ","      ","                              ","          ","          ",,"Filming time                                      ",,,"    ",0,0,,
"000","flrm/m",,,"Flow rate,ml/min",,,"ml/min                        ","          ","      ","ml/min                        ","          ","          ",,"Flow rate                                         ",,,"    ",0,0,,
"000","flrg/m",,,"Flow rate,g/min",,,"g/min                         ","          ","      ","g/min                         ","          ","          ",,"Flow rate                                         ",,,"    ",0,0,,
"000","fc",,,"Forming conditions",,,"                              ","          ","      ","                              ","          ","          ",,"Forming conditions                                ",,,"    ",0,0,,
"600","haze",,,"Haze,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Haze                                              ",,,"    ",0,0,,
"600","hf",,,"HF,%",,"in","%                             ","          ","      ","%                             ","          ","          ",,"HF                                                ",,,"    ",0,0,,
"000","conmg",,,"Concentration in solution,mg/l",,,"mg/l                          ","          ","      ","mg/l                          ","          ","          ",,"Concentration in solution                         ",,,"    ",0,0,,
"600","hsm/l",,,"HâSOä,mol/l",,"in","mol/l                         ","          ","      ","mol/l                         ","          ","          ",,"HâSOä                                             ",,,"    ",0,0,,
"000","lab",,,"laboratory",,"in","                              ","          ","      ","                              ","          ","          ",,"laboratory                                        ",,,"    ",0,0,,
"600","lev",,,"in melts at levels*,mm",,,"mm                            ","          ","LEN   ","nm                            ","          ","          ",,"in melts at levels*                               ",,,"LEN ",0,0,,
"600","ng",,,"n,g",,"for","g                             ","          ","MAS   ","g                             ","          ","          ",,"n                                                 ",,,"MAS ",0,0,,
"000","ag",,,"Agent",,,"                              ","          ","      ","                              ","          ","          ",,"Agent                                             ",,,"    ",0,0,,
"000","inh",,,"Inhibitor",,,"                              ","          ","      ","                              ","          ","          ",,"Inhibitor                                         ",,,"    ",0,0,,
"000","diaminit",,,"Initial diameter,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"Initial diameter                                  ",,,"WAV ",0,0,,
"000","sacm",,,"Surface area,cm2",,,"cm2                           ","          ","ARE   ","cm2                           ","          ","          ",,"Surface area                                      ",,,"ARE ",0,0,,
"600","excp/c",,,"Extr.comp.,ppm/cm2",,,"ppm/cm2                       ","          ","      ","ppm/cm2                       ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,0,,
"000","lion",,,"Leached ion",,,"                              ","          ","      ","                              ","          ","          ",,"Leached ion                                       ",,,"    ",0,0,,
"000","twk",,,"t,week",,,"week                          ","          ","TIM   ","h                             ","          ","          ",,"t                                                 ",,,"TIM ",0,0,,
"600","lrt",,,"Leaching rate",,,"                              ","          ","      ","                              ","          ","          ",,"Leaching rate                                     ",,,"    ",0,0,,
"000","std",,,"Standard deviation",,,"                              ","          ","      ","                              ","          ","          ",,"Standard deviation                                ",,,"    ",0,0,,
"600","lnvm/d",,,"ln(v,mg/dm2.s)",,,"mg/dm2.s                      ","ln        ","      ","mg/dm2.s                      ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","lthmcm",,,"log(Altered layer thickness,Microm)",,,"Microm                        ","log       ","WAV   ","Micronm                       ","          ","          ",,"Altered layer thickness                           ",,,"WAV ",0,0,,
"600","lexp/h",,,"log(extr.comp.,ppm/h)",,,"ppm/h                         ","log       ","      ","ppm/h                         ","          ","          ",,"extr.comp.                                        ",,,"    ",0,0,,
"600","lvsol/md",,,"log(v,g/m2.day)",,,"g/m2.day                      ","log       ","      ","g/m2.day                      ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"000","lflrk/s",,,"log(Flow rate,kg/s)",,,"kg/s                          ","log       ","      ","kg/s                          ","          ","          ",,"Flow rate                                         ",,,"    ",0,0,,
"000","lssm",,,"log(sol.volume/sample mass,ml/g)",,,"ml/g                          ","log       ","      ","ml/g                          ","          ","          ",,"sol.volume/sample mass                            ",,,"    ",0,0,,
"600","lexm/c",,,"log(extr.comp.,mg/cm2)",,,"mg/cm2                        ","log       ","WTL   ","mg/cm2                        ","          ","          ",,"extr.comp.                                        ",,,"WTL ",0,0,,
"600","lvmd",,,"log(v,mg/cm2.day)",,,"mg/cm2.day                    ","log       ","      ","mg/cm2.day                    ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","lvmmh",,,"log(v,mg/mm2.h)",,,"mg/mm2.h                      ","log       ","      ","mg/mm2.h                      ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","lvgmd",,,"log(v,g/m2.day)",,,"g/m2.day                      ","log       ","      ","g/m2.day                      ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","lwtpm",,,"log(Wt loss,%/mm2)",,,"%/mm2                         ","log       ","      ","%/mm2                         ","          ","          ",,"Wt loss                                           ",,,"    ",0,0,,
"600","lcm",,,"l,cm",,,"cm                            ","          ","LEN   ","nm                            ","          ","          ",,"l                                                 ",,,"LEN ",0,0,,
"600","n/r2o",,,"n,mg/gR2O",,,"mg/gR2O                       ","          ","      ","mg/gR2O                       ","          ","          ",,"n                                                 ",,,"    ",0,0,,
"000","tiy",,,"t,year",,"after","year                          ","          ","TIM   ","h                             ","          ","          ",,"t                                                 ",,,"TIM ",0,0,,
"000","savm",,,"SA/V,m^-1",,,"m^-1                          ","          ","RLE   ","m^-1                          ","          ","          ",,"SA/V                                              ",,,"RLE ",0,0,,
"000","vol",,,"Solution volume,ml",,,"ml                            ","          ","VOL   ","cm3                           ","          ","          ",,"Solution volume                                   ",,,"VOL ",0,0,,
"000","sawg",,,"SA/weight,cm2/g",,,"cm2/g                         ","          ","      ","cm2/g                         ","          ","          ",,"SA/weight                                         ",,,"    ",0,0,,
"600","appabc",,,"Appearance of phases A; B and C",,,"                              ","          ","      ","                              ","          ","          ",,"Appearance of phases A; B and C                   ",,,"    ",0,0,,
"600","appd",,,"Appearance of phase D",,,"                              ","          ","      ","                              ","          ","          ",,"Appearance of phase D                             ",,,"    ",0,0,,
"000","fpsnm",,,"Filter pore size,nm",,,"nm                            ","          ","WAV   ","Micronm                       ","          ","          ",,"Filter pore size                                  ",,,"WAV ",0,0,,
"600","diamredpr",,,"Diameter reduction,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Diameter reduction                                ",,,"    ",0,0,,
"000","repl",,,"Replenishment",,,"                              ","          ","      ","                              ","          ","          ",,"Replenishment                                     ",,,"    ",0,0,,
"000","samwm",,,"Sample weight,mg",,,"mg                            ","          ","MAS   ","mg                            ","          ","          ",,"Sample weight                                     ",,,"MAS ",0,0,,
"000","sicgrit",,,"SiC grit",,,"                              ","          ","      ","                              ","          ","          ",,"SiC grit                                          ",,,"    ",0,0,,
"600","si/r",,,"SiOâ/RâO mole ratio",,,"                              ","          ","      ","                              ","          ","          ",,"SiOâ/RâO mole ratio                               ",,,"    ",0,0,,
"000","samg",,,"Surface area,m2/g",,,"m2/g                          ","          ","      ","m2/g                          ","          ","          ",,"Surface area                                      ",,,"    ",0,0,,
"600","sd2o",,,"Sorbed DâO,mg/cm3",,,"mg/cm3                        ","          ","      ","mg/cm3                        ","          ","          ",,"Sorbed DâO                                        ",,,"    ",0,0,,
"000","sast/gl",,,"Steel/glass SA ratio",,,"                              ","          ","      ","                              ","          ","          ",,"Steel/glass SA ratio                              ",,,"    ",0,0,,
"000","samm",,,"Surface area,mm2",,,"mm2                           ","          ","      ","mm2                           ","          ","          ",,"Surface area                                      ",,,"    ",0,0,,
"600","reactlr",,,"Thickness of reaction layer,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"Thickness of reaction layer                       ",,,"WAV ",0,0,,
"000","timtp",,,"Time of pressure and temperature changes,min",,,"min                           ","          ","TIM   ","h                             ","          ","          ",,"Time of pressure and temperature changes          ",,,"TIM ",0,0,,
"000","htp",,,"Heat-treatment pressure,atm",,,"atm                           ","          ","PRE   ","kg/cm2                        ","          ","          ",,"Heat-treatment pressure                           ",,,"PRE ",0,0,,
"000","trs",,,"Surface treatment type",,,"                              ","          ","      ","                              ","          ","          ",,"Surface treatment type                            ",,,"    ",0,0,,
"600","resid",,,"Undissolved residue,wt%",,,"wt%                           ","          ","      ","wt%                           ","          ","          ",,"Undissolved residue                               ",,,"    ",0,0,,
"600","vprm/h",,,"v,%/mm2.h",,,"%/mm2.h                       ","          ","      ","%/mm2.h                       ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","vgm/h",,,"v,g/mm2.h",,,"g/mm2.h                       ","          ","      ","g/mm2.h                       ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","vmc/d",,,"v,mg/cm2.day",,,"mg/cm2.day                    ","          ","      ","mg/cm2.day                    ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","vmg/d",,,"v,mg/g.day",,,"mg/g.day                      ","          ","      ","mg/g.day                      ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","vmm/h",,,"v,Micromol/h",,,"Micromol/h                    ","          ","      ","Micromol/h                    ","          ","          ",,"v                                                 ",,,"    ",0,0,,
"600","vskg/ms",,,"v,kg/m2.s",,,"kg/m2.s                       ","          ","EVR   ","mg/cm2.h                      ","          ","          ",,"v                                                 ",,,"EVR ",0,0,,
"600","v/sa",,,"V/SA,cm",,,"cm                            ","          ","LEN   ","nm                            ","          ","          ",,"V/SA                                              ",,,"LEN ",0,0,,
"600","vml/h",,,"v*1E3,mol/l.h",,,"mol/l.h                       ","          ","      ","mol/l.h                       ","1E3       ","1E3       ",,"v                                                 ",,,"    ",0,0,,
"600","vg/h12",,,"v*1E6,g/h^1/2",,,"g/h^1/2                       ","          ","      ","g/h^1/2                       ","1E6       ","1E6       ",,"v                                                 ",,,"    ",0,0,,
"600","vlmg/mm",,,"Wt loss,mg/mm2",,,"mg/mm2                        ","          ","      ","mg/mm2                        ","          ","          ",,"Wt loss                                           ",,,"    ",0,0,,
"600","wfr/y",,,"Water flow rate,m/year",,,"m/year                        ","          ","      ","m/year                        ","          ","          ",,"Water flow rate                                   ",,,"    ",0,0,,
"600","wc/g",,,"Wt change,mg/g",,,"mg/g                          ","          ","      ","mg/g                          ","          ","          ",,"Wt change                                         ",,,"    ",0,0,,
"600","wlpr/m",,,"Wt loss,%/mm2",,,"%/mm2                         ","          ","      ","%/mm2                         ","          ","          ",,"Wt loss                                           ",,,"    ",0,0,,
"600","wlpr/um",,,"Wt loss,%/Microm2",,,"%/Microm2                     ","          ","      ","%/Microm2                     ","          ","          ",,"Wt loss                                           ",,,"    ",0,0,,
